,고객번호,H1,H2,H3,H4,성별,연령대,거주지역
10010,10011,2641939,1920414,2269465,2184107,F,50세~54세,100
10011,10012,2561404,2204744,2748461,2195384,F,45세~49세,100
10012,10013,3160034,3957083,3478084,3230889,F,35세~39세,210
10013,10014,4088143,5569031,4768499,2322207,F,45세~49세,100
10014,10015,3993657,2830073,3746530,2759511,F,45세~49세,016
10015,10016,9765968,6176287,4662842,3823945,F,45세~49세,610
10016,10017,2263006,2530239,2227786,2236795,F,50세~54세,100
10017,10018,3326215,3634008,4182887,3857387,F,50세~54세,100
10018,10019,2569458,1779458,1708900,499570,M,30세~34세,460
10019,10020,1192869,1497221,1466907,1032394,F,50세~54세,100
10020,10021,2469776,4006640,2637899,6459264,F,40세~44세,270
10021,10022,10106791,9944858,9448547,8485059,F,50세~54세,024
10022,10023,2197777,3263294,988463,1564737,F,60세이상,210
10023,10024,3116002,2462216,4527951,3383099,F,45세~49세,100
10024,10025,94719796,34753557,15562554,12287604,M,45세~49세,100
10025,10026,2263128,3062951,3074702,2542764,F,40세~44세,500
10026,10027,4913679,5606950,4327532,5925835,F,35세~39세,100
10027,10028,5312596,5738052,5880852,5065668,F,40세~44세,210
10028,10029,2026806,2247082,1955717,1994364,F,40세~44세,410
10029,10030,2072230,2354137,2289404,2144499,F,40세~44세,360
10030,10031,3593620,9165937,7952600,9919630,F,30세~34세,440
10031,10032,2296801,4020295,4000490,3617010,F,45세~49세,013
10032,10033,3928813,3498938,4886440,4803634,F,40세~44세,310
10033,10034,1588499,1332078,2054842,1672103,F,40세~44세,270
10034,10035,2377932,3202577,2925512,2180990,F,45세~49세,100
10035,10036,3335194,4582446,2168019,2561231,F,45세~49세,100
10036,10037,2362320,2317929,3259509,3018343,F,40세~44세,100
10037,10038,3567471,4122933,4935833,3563814,F,45세~49세,016
10038,10039,1749948,1928235,2319509,1829522,F,55세~59세,100
10039,10040,1439424,1983362,2886655,1513819,F,50세~54세,024
10040,10041,3472428,3735742,3455205,4343728,F,50세~54세,540
10041,10042,3489454,3340543,2507342,3776669,F,45세~49세,100
10042,10043,2453852,2106452,2549593,2080755,F,50세~54세,100
10043,10044,1775098,2143295,2378451,2375501,F,55세~59세,100
10044,10045,3212549,3351957,3308729,4306708,F,50세~54세,100
10045,10046,9309139,8271807,5987045,4256996,F,55세~59세,100
10046,10047,13855690,6870885,12881020,23302540,F,40세~44세,100
10047,10048,3897818,3333689,5981134,4043616,M,40세~44세,100
10048,10049,12066180,6861820,10424030,9672210,M,50세~54세,087
10049,10050,3337629,3737750,4717979,4366824,F,45세~49세,210
10050,10051,7343214,9222039,12227199,8986649,F,45세~49세,049
10051,10052,3653820,3475114,2461852,4164500,F,45세~49세,033
10052,10053,2780707,2110369,2506921,2780438,F,35세~39세,100
10053,10054,2922272,4887696,4869950,3629954,F,35세~39세,100
10054,10055,6138217,2708460,2318864,3459104,F,50세~54세,100
10055,10056,2476348,2052772,3929286,2060974,M,35세~39세,100
10056,10057,7572038,4441760,3082010,2836491,F,55세~59세,210
10057,10058,2431957,4878049,5002847,4187949,F,30세~34세,100
10058,10059,3630160,8865457,17273670,4306775,F,35세~39세,087
10059,10060,2796909,2448982,2571606,2718630,M,50세~54세,570
10060,10061,2461950,2113885,1062170,2644352,F,35세~39세,360
10061,10062,1940135,810357,1055069,1433444,F,40세~44세,100
10062,10063,2647053,2420876,3611921,3049051,F,60세이상,016
10063,10064,5513936,4890685,6092281,7983912,F,45세~49세,055
10064,10065,2197809,2445586,1722796,2370153,F,50세~54세,100
10065,10066,4735653,9864414,5422467,8349064,F,40세~44세,500
10066,10067,4239360,4974153,3859774,3539557,F,60세이상,460
10067,10068,4488743,3830806,1706819,366080,F,25세~29세,210
10068,10069,1892689,2765422,3584554,3419294,F,40세~44세,100
10069,10070,12938252,16683781,11432720,11522381,F,40세~44세,055
10070,10071,6030720,7422960,7043590,6268320,F,40세~44세,460
10071,10072,9650083,10346232,8287877,9687280,F,50세~54세,100
10072,10073,7242652,5934002,6723702,7802469,F,45세~49세,100
10073,10074,3383694,5709957,3564249,4815399,F,45세~49세,270
10074,10075,2385378,2129771,2320888,2312651,F,50세~54세,440
10075,10076,2792137,3208164,2823957,5856949,F,50세~54세,100
10076,10077,2006405,1855419,1849003,2422751,F,55세~59세,100
10077,10078,2771797,2482191,2107485,2545812,F,50세~54세,210
10078,10079,5891860,8108467,5290633,7773295,M,45세~49세,100
10079,10080,2208341,2621692,4563982,3448768,M,55세~59세,270
10080,10081,8420177,8259489,7211412,6426624,F,30세~34세,460
10081,10082,2434740,16200,2333760,331160,F,40세~44세,024
10082,10083,1887155,2502553,3494404,3356184,F,50세~54세,210
10083,10084,2676747,2362154,3476741,2673656,F,55세~59세,100
10084,10085,3459820,4906212,8159241,5336275,F,50세~54세,055
10085,10086,4212440,4507190,3090901,3251352,F,55세~59세,045
10086,10087,4834276,3966491,4179010,4181819,F,50세~54세,270
10087,10088,1976065,2505475,1931005,2175728,F,50세~54세,270
10088,10089,3979647,4991023,7671945,8092366,F,60세이상,016
10089,10090,1496182,1676467,2300351,2833300,F,55세~59세,055
10090,10091,7458710,6964180,7456610,9376613,F,35세~39세,055
10091,10092,2837438,2778834,4395898,3239805,F,50세~54세,024
10092,10093,2609856,2480524,3412835,4035853,F,60세이상,100
10093,10094,5085299,3485020,3592874,3439586,F,40세~44세,310
10094,10095,2069658,2885967,2916506,2855635,M,35세~39세,024
10095,10096,5022230,2838240,2642240,2994079,F,45세~49세,100
10096,10097,10074825,14208139,14039964,6166420,F,55세~59세,100
10097,10098,15878793,8481254,7573067,7674600,F,50세~54세,100
10098,10099,2821819,10621021,8668966,7885230,F,35세~39세,013
10099,10100,2053704,2181486,1794616,1936523,F,55세~59세,100
10100,10101,4322729,3429181,4405066,3679086,F,40세~44세,460
10101,10102,5008748,4704845,4169176,3531474,M,30세~34세,210
10102,10103,2118943,3780072,2567253,2454157,F,45세~49세,100
10103,10104,3275891,2520214,2533419,2576855,F,40세~44세,100
10104,10105,2021603,1891139,1900794,1951880,F,55세~59세,100
10105,10106,4162568,4374042,4022834,3692701,F,55세~59세,500
10106,10107,15311501,13383902,20405971,15693440,F,40세~44세,100
10107,10108,1620787,1729340,1589549,1719311,F,50세~54세,270
10108,10109,1888030,2618117,3069888,4034712,F,45세~49세,500
10109,10110,1349879,1367768,3649020,3311097,M,25세~29세,047
10110,10111,1868364,1962397,3224662,1850730,F,35세~39세,043
10111,10112,5554540,3344996,3095540,2981594,F,40세~44세,100
10112,10113,1357802,1770339,1960307,2318753,M,60세이상,100
10113,10114,4225904,5906731,4449443,2062544,F,35세~39세,210
10114,10115,3870818,3766811,3303771,1686714,F,55세~59세,100
10115,10116,2842570,2557088,3058412,2498952,F,45세~49세,570
10116,10117,5630740,4832727,4416736,5916030,F,45세~49세,570
10117,10118,2493265,2529806,2163397,1879342,F,30세~34세,100
10118,10119,2304970,3716280,4992340,4033090,F,45세~49세,100
10119,10120,89840,18980,448960,149552,M,60세이상,045
10120,10121,3370993,2545260,2997793,2405689,F,50세~54세,270
10121,10122,1182360,3691196,3382436,3138106,F,30세~34세,360
10122,10123,5342338,6348805,8861993,6820562,F,45세~49세,100
10123,10124,2421894,1715531,2268782,2318933,F,45세~49세,270
10124,10125,18770811,17188980,9651579,9432392,F,40세~44세,100
10125,10126,2664024,2742196,2833832,2353492,F,60세이상,210
10126,10127,2435077,2377014,2294538,2063974,F,45세~49세,310
10127,10128,4042892,5148535,3325595,3246162,F,35세~39세,100
10128,10129,2628631,3177190,3926375,4281144,M,50세~54세,100
10129,10130,8771094,8435084,10987655,6551257,F,55세~59세,100
10130,10131,3225011,2026136,2121884,3086215,F,50세~54세,500
10131,10132,7217813,8968173,10296052,9804676,M,40세~44세,024
10132,10133,2104564,3831219,4525292,5604232,F,40세~44세,100
10133,10134,4530846,5488465,5346718,4940717,F,45세~49세,100
10134,10135,6056709,6718297,5674945,8988407,F,45세~49세,016
10135,10136,1655410,1527470,1655580,953930,F,55세~59세,340
10136,10137,2380086,3391651,3919685,2519705,M,60세이상,570
10137,10138,2992846,2772729,2425396,1582128,F,60세이상,100
10138,10139,3464081,2569529,2638915,2813559,F,60세이상,210
10139,10140,1600858,1889484,2126757,2422293,F,50세~54세,100
10140,10141,6555259,6176117,6951147,7115549,F,45세~49세,360
10141,10142,2022924,2237002,1815490,2020358,F,40세~44세,100
10142,10143,2539111,2732131,3214611,3323180,F,45세~49세,024
10143,10144,3943775,5321184,3893647,4194981,F,45세~49세,460
10144,10145,3987382,6718791,6903044,4195741,F,55세~59세,460
10145,10146,2138208,2795743,3071053,1714825,F,40세~44세,500
10146,10147,2972554,3168046,2578654,3795581,F,60세이상,055
10147,10148,3946010,6256751,7577935,6010873,M,30세~34세,610
10148,10149,3080119,2263119,2061636,3469895,F,55세~59세,016
10149,10150,3899113,4187459,3360247,3512631,F,45세~49세,049
10150,10151,4306952,6670697,5370322,5484316,F,55세~59세,055
10151,10152,3858353,3431291,3096887,3665941,F,50세~54세,100
10152,10153,2399411,2517552,1704979,2671481,F,30세~34세,270
10153,10154,3144895,4366621,5097899,4644178,F,45세~49세,100
10154,10155,1477743,2253319,3676197,5977451,F,55세~59세,100
10155,10156,2420142,1945872,1986289,2112212,F,45세~49세,310
10156,10157,3604970,6804807,4396090,3621690,M,35세~39세,100
10157,10158,9052892,7335686,6250683,2563900,F,40세~44세,100
10158,10159,4701793,4664475,5021154,4499119,F,45세~49세,570
10159,10160,897715,2063456,3774820,2409590,F,50세~54세,460
10160,10161,7482060,9580754,13138671,10366933,F,50세~54세,610
10161,10162,2921738,2854807,3452186,4443705,M,55세~59세,100
10162,10163,3713599,5196536,4142951,4494584,F,50세~54세,460
10163,10164,13182730,10017030,24688046,78991153,M,55세~59세,047
10164,10165,3930279,7982662,3611316,2892283,F,30세~34세,016
10165,10166,4352228,5077020,4560912,3925674,M,55세~59세,100
10166,10167,3477289,3767207,3892813,3161881,F,45세~49세,100
10167,10168,25901195,14677060,12649148,13478930,F,50세~54세,100
10168,10169,1929410,1364869,2278100,2427012,M,60세이상,085
10169,10170,5029332,3909474,3837631,5568587,F,40세~44세,270
10170,10171,2421747,3653795,4059127,3290303,F,40세~44세,310
10171,10172,5989617,5963803,4094383,4533703,F,40세~44세,024
10172,10173,1791009,3094392,3839848,8424780,F,40세~44세,036
10173,10174,2025820,3187298,3773071,3392763,M,45세~49세,033
10174,10175,1627304,1881507,1965150,1481892,F,55세~59세,570
10175,10176,3417119,5131719,3433131,3533981,F,45세~49세,240
10176,10177,22584244,31853165,20932287,28863871,F,30세~34세,460
10177,10178,22310998,29049626,19391374,25880558,F,35세~39세,055
10178,10179,10617404,5090648,5105384,7206330,F,50세~54세,024
10179,10180,2258936,2816030,1801370,2155052,F,35세~39세,100
10180,10181,1542913,3144036,3932653,6456719,F,55세~59세,460
10181,10182,3309448,4114328,4778791,4438235,F,40세~44세,570
10182,10183,1201484,1571573,1124637,1284002,F,45세~49세,055
10183,10184,2370290,3498565,2478711,2152872,F,45세~49세,100
10184,10185,4456572,11267152,9088723,9561788,F,35세~39세,100
10185,10186,4928758,8908900,3154231,2927630,F,35세~39세,210
10186,10187,1758636,1438462,1677756,1905731,F,45세~49세,540
10187,10188,2860294,3446232,3644953,3835610,F,35세~39세,460
10188,10189,6476779,6538989,6889956,5190508,M,55세~59세,100
10189,10190,3476629,4774849,4276822,3703328,F,45세~49세,013
10190,10191,1905261,1506052,1844526,1896130,F,45세~49세,100
10191,10192,3924138,4891843,5300432,4014494,F,50세~54세,300
10192,10193,9992814,6637343,5751355,7175188,M,35세~39세,100
10193,10194,2900797,2858801,3009013,2951973,F,35세~39세,100
10194,10195,8181153,20429849,12466201,324220,F,40세~44세,100
10195,10196,4634606,8179901,3207940,7644428,F,30세~34세,500
10196,10197,4015106,5718742,25260474,5762228,F,40세~44세,055
10197,10198,3530651,3947947,2122914,1962663,F,60세이상,024
10198,10199,3747854,5272997,3608813,2830263,F,55세~59세,500
10199,10200,4012790,3450332,3710927,6399854,F,55세~59세,100
10200,10201,25583321,21627518,23995188,14952682,F,50세~54세,100
10201,10202,3038007,3081610,3622136,3141821,F,40세~44세,100
10202,10203,8566275,7346278,5791401,4589560,F,30세~34세,100
10203,10204,1734156,1575612,1650113,1989234,F,60세이상,055
10204,10205,3877948,3141344,4082322,3141468,F,40세~44세,100
10205,10206,4596240,4718451,4520407,3905236,F,50세~54세,210
10206,10207,2948034,3442966,3407035,3409764,M,40세~44세,069
10207,10208,3845861,3973267,3121684,2180313,F,45세~49세,100
10208,10209,2971750,2214559,3224200,2350261,F,45세~49세,100
10209,10210,11210679,11013809,9630441,10444319,F,45세~49세,460
10210,10211,3067131,3313727,4806018,3712269,F,60세이상,100
10211,10212,2880027,3569576,2651718,3127596,F,45세~49세,410
10212,10213,5955590,8432371,12622396,15199940,F,45세~49세,016
10213,10214,3210120,3879000,3788493,6768749,F,40세~44세,100
10214,10215,1292472,3255263,3580882,3029678,F,40세~44세,100
10215,10216,3568311,4165196,4936260,6396845,F,45세~49세,100
10216,10217,0,5000,4862789,16194260,F,45세~49세,060
10217,10218,1046891,1384995,4138713,2124153,M,60세이상,024
10218,10219,2012800,2352006,3070000,2487155,F,50세~54세,055
10219,10220,3985294,2866223,3529456,3278899,F,40세~44세,100
10220,10221,25005390,39237668,11940010,27984680,F,55세~59세,100
10221,10222,4468401,2975419,3704992,4770990,F,60세이상,610
10222,10223,3284547,3944627,3130568,2879323,F,45세~49세,100
10223,10224,19711371,14218190,12230740,22300260,F,55세~59세,072
10224,10225,1252504,1907656,2301623,3128556,M,30세~34세,100
10225,10226,2342163,2412156,2755149,2649129,F,55세~59세,065
10226,10227,4247307,4424792,5805273,7008788,F,50세~54세,016
10227,10228,1896213,3300545,5734590,5497906,F,45세~49세,340
10228,10229,2856989,2608119,2614285,2340961,F,50세~54세,410
10229,10230,1371479,2303812,2061434,2051498,F,50세~54세,310
10230,10231,4924137,6209811,5363363,8804645,F,45세~49세,100
10231,10232,2369998,1939944,2517463,2664854,F,40세~44세,100
10232,10233,2532902,3785571,3668253,3767991,F,50세~54세,100
10233,10234,2506066,4029229,5247412,4792114,F,50세~54세,460
10234,10235,3592153,3112809,2985960,3098128,F,45세~49세,100
10235,10236,3622137,3448868,3442155,4120918,M,45세~49세,500
10236,10237,1848570,1637245,1126383,1329386,F,50세~54세,100
10237,10238,3404931,2953864,2956331,2676361,F,50세~54세,100
10238,10239,1152470,2443130,7109223,5616610,F,50세~54세,100
10239,10240,1777535,1429042,1824896,2109739,F,45세~49세,100
10240,10241,3706890,7791390,6517930,7474940,F,30세~34세,055
10241,10242,2374745,2871339,2910162,3399619,F,50세~54세,100
10242,10243,7274200,9977917,9475738,10455645,F,50세~54세,360
10243,10244,2600223,2752705,3187588,3388344,F,30세~34세,100
10244,10245,3508381,2670982,3010766,2633853,F,50세~54세,340
10245,10246,8548020,7856490,7263892,8367439,F,45세~49세,460
10246,10247,2905937,2279764,1977652,2510498,F,35세~39세,570
10247,10248,2173623,2739763,3079053,2641190,F,45세~49세,049
10248,10249,4366212,3922343,4020828,4810340,F,45세~49세,100
10249,10250,1926272,2012988,2106996,2883382,F,40세~44세,270
10250,10251,1906882,2147585,2740078,2372673,F,50세~54세,100
10251,10252,6620539,5341083,4893641,6020362,F,45세~49세,100
10252,10253,18855240,11248810,12093610,18436760,F,45세~49세,460
10253,10254,2676980,7567760,5726460,11870170,F,35세~39세,100
10254,10255,5309950,11286310,12009420,12254670,F,45세~49세,100
10255,10256,1883521,1620619,1326768,2170984,F,55세~59세,100
10256,10257,1845744,1864024,1815194,2134878,F,50세~54세,033
10257,10258,4195116,4609404,4521956,2814830,F,40세~44세,
10258,10259,3487148,4038762,3643224,3800687,F,45세~49세,610
10259,10260,2313788,3244781,3035492,2923969,M,40세~44세,500
10260,10261,3110316,2820779,2572637,2640269,F,40세~44세,100
10261,10262,2077167,4106129,2847672,2304934,F,35세~39세,100
10262,10263,1710075,1552574,3367274,2366875,F,50세~54세,210
10263,10264,7360616,9586397,8801130,9763188,M,30세~34세,310
10264,10265,7841700,8174810,4100683,6265220,F,45세~49세,100
10265,10266,4019168,3694517,2560946,3120285,F,40세~44세,270
10266,10267,2879450,3252308,2747263,3292742,F,45세~49세,055
10267,10268,2791211,3575704,1888265,1164802,F,40세~44세,310
10268,10269,8355062,7492652,16671750,9267766,F,45세~49세,100
10269,10270,1874458,1756973,1824832,2108207,F,50세~54세,100
10270,10271,10743975,7161031,2603820,6100924,F,45세~49세,100
10271,10272,3155717,4619374,4447060,3020407,F,35세~39세,210
10272,10273,7131840,8750560,10510270,10112640,F,60세이상,100
10273,10274,1910140,3163770,2338624,1659650,F,30세~34세,100
10274,10275,5426674,5507574,551496,621472,F,35세~39세,210
10275,10276,3404865,4125741,2902577,2252863,F,40세~44세,570
10276,10277,3653741,3020815,1376197,1470703,F,45세~49세,100
10277,10278,4609662,4051786,4146510,3499661,F,50세~54세,570
10278,10279,1255234,755010,1054438,1347056,F,50세~54세,039
10279,10280,4415477,3661482,3292261,2788489,F,40세~44세,047
10280,10281,4050421,4649941,3243664,3191641,F,40세~44세,100
10281,10282,3417830,4626400,2653778,4301635,F,40세~44세,410
10282,10283,17835380,18430820,13022826,11454930,M,50세~54세,100
10283,10284,9188060,9051750,11094393,5699420,M,60세이상,100
10284,10285,2772573,3503159,3824556,3770548,F,45세~49세,270
10285,10286,2008317,2032210,2897611,2607096,F,55세~59세,087
10286,10287,1693149,2816307,2539276,2267595,F,55세~59세,540
10287,10288,12335060,9414946,5041070,10487328,F,35세~39세,100
10288,10289,1588867,2347775,2325751,2590003,F,40세~44세,610
10289,10290,5943854,3018211,4403035,4747062,F,60세이상,210
10290,10291,3322199,3910947,6654790,4433579,F,50세~54세,016
10291,10292,6002779,4897962,4552207,4336612,F,50세~54세,500
10292,10293,3125281,4904492,4793509,3923411,F,40세~44세,570
10293,10294,1994976,2904557,2404350,2925156,F,40세~44세,100
10294,10295,15501550,17971800,58347450,45426530,F,40세~44세,100
10295,10296,4470251,6227232,3975759,4813114,F,50세~54세,100
10296,10297,1639686,1093604,1416224,1441390,M,50세~54세,460
10297,10298,1891507,2042870,3040046,2348489,F,55세~59세,100
10298,10299,1695276,1470220,1887464,1445380,F,45세~49세,270
10299,10300,2249918,2223641,1952717,2250889,F,35세~39세,500
10300,10301,4202137,4612672,3192943,4161323,F,40세~44세,210
10301,10302,41335595,22425645,35960720,35491390,F,50세~54세,100
10302,10303,4336674,2847514,3535603,2959856,F,40세~44세,270
10303,10304,3777011,2685715,6257348,5460589,F,50세~54세,610
10304,10305,6445558,6497104,5548636,6339492,F,40세~44세,570
10305,10306,2805060,4141310,3816720,929400,F,60세이상,075
10306,10307,18125020,12528390,16774970,12331860,F,40세~44세,540
10307,10308,2537671,2002028,2170804,2942287,M,40세~44세,570
10308,10309,3704317,3869460,3005239,3925620,F,40세~44세,016
10309,10310,4481649,4906771,5454021,4313941,F,35세~39세,100
10310,10311,2277420,1913208,4316335,4097438,F,45세~49세,100
10311,10312,2300068,1500777,1361848,1508276,F,40세~44세,
10312,10313,1449731,3305830,3718066,3687068,F,45세~49세,100
10313,10314,3703837,4236188,3687074,4688451,F,45세~49세,210
10314,10315,1342130,3010669,3820050,3051995,F,40세~44세,082
10315,10316,3531164,4346521,4589886,3246713,M,40세~44세,072
10316,10317,163470,1083450,137290,430799,F,45세~49세,210
10317,10318,5471767,3379427,3301475,4290755,F,45세~49세,100
10318,10319,2791906,3364889,5281726,6609924,F,45세~49세,100
10319,10320,1718180,1442317,1910818,2988221,F,30세~34세,100
10320,10321,7354003,6500999,6017916,10229153,F,45세~49세,100
10321,10322,1948564,1878676,3230262,2324337,F,45세~49세,100
10322,10323,2112250,2188212,2734918,2512942,F,40세~44세,100
10323,10324,2447600,1850224,1825704,4497552,F,30세~34세,055
10324,10325,3943637,2636387,2720734,3129480,F,55세~59세,100
10325,10326,1875825,2166481,2635643,2549718,F,40세~44세,100
10326,10327,3874530,6089133,5930297,5417436,M,55세~59세,610
10327,10328,7667237,6771313,4542860,4127460,F,45세~49세,100
10328,10329,10269910,6054440,16797052,16388382,F,30세~34세,460
10329,10330,3398629,2522710,1171105,3563410,F,30세~34세,360
10330,10331,3441377,2997924,2716835,3385986,M,35세~39세,100
10331,10332,2644886,3298243,2947272,2733087,F,45세~49세,100
10332,10333,16825743,10631658,12258780,11963396,F,50세~54세,100
10333,10334,1825915,2004409,2013320,1633528,F,55세~59세,016
10334,10335,1544534,2156561,2605314,2003926,F,50세~54세,100
10335,10336,2871835,2300971,2483743,2483439,F,35세~39세,100
10336,10337,2890010,2909934,3028737,1480942,F,50세~54세,500
10337,10338,1696620,1180094,2105530,2426800,F,45세~49세,610
10338,10339,2427384,2570828,2664341,3178513,F,40세~44세,270
10339,10340,10293720,10009410,7011670,10877830,F,40세~44세,100
10340,10341,13339022,12157948,22169558,15403779,M,35세~39세,500
10341,10342,13861014,21902313,5666405,28550945,F,40세~44세,100
10342,10343,16577375,15873866,7262587,12651795,F,35세~39세,100
10343,10344,4177077,2612602,2708607,3243752,F,30세~34세,460
10344,10345,53550,8040,0,119000,F,55세~59세,210
10345,10346,2258177,3356060,3235260,3248802,F,45세~49세,340
10346,10347,1706278,1991258,2231359,2083304,F,50세~54세,100
10347,10348,3324321,4922914,4506629,3810131,F,35세~39세,100
10348,10349,1592194,1020994,1155232,1321027,F,60세이상,065
10349,10350,13605260,9859120,11909910,24789890,M,50세~54세,100
10350,10351,4752622,4343951,5139445,5537602,F,45세~49세,100
10351,10352,5689836,2692041,2332706,1384353,F,50세~54세,100
10352,10353,1054536,1269952,1379589,999650,F,35세~39세,100
10353,10354,1325619,1477539,1682579,1523595,F,45세~49세,100
10354,10355,2277645,4083468,4647081,2607159,F,50세~54세,610
10355,10356,6161628,5898789,6979362,6881041,F,50세~54세,100
10356,10357,4416590,4050150,9316066,13056531,F,50세~54세,100
10357,10358,2390666,2264815,2091742,2431348,F,45세~49세,460
10358,10359,4950880,4795613,3258826,802860,F,45세~49세,016
10359,10360,1999568,2358347,2439166,1463123,F,30세~34세,100
10360,10361,2658250,2281749,1823072,3595788,F,60세이상,100
10361,10362,5123685,4421183,7471097,6382241,F,45세~49세,210
10362,10363,14539580,12061604,7354270,10383847,F,40세~44세,016
10363,10364,19357178,36997817,22623527,21752262,F,60세이상,100
10364,10365,1872737,1642427,2409033,2815135,F,40세~44세,540
10365,10366,6887643,18704310,11797860,12058934,M,60세이상,049
10366,10367,5917426,6765713,7091508,3292785,F,40세~44세,460
10367,10368,2126752,2296777,2201301,4083846,F,50세~54세,100
10368,10369,3918968,2872327,3938024,3692028,M,50세~54세,270
10369,10370,1257080,1464840,1875890,9938760,F,50세~54세,072
10370,10371,2367376,5299953,4322097,3066080,F,45세~49세,100
10371,10372,705180,2417660,679520,551100,F,40세~44세,030
10372,10373,2146815,1844228,2307384,2467661,F,50세~54세,100
10373,10374,1406050,2196711,1856653,2902438,F,35세~39세,100
10374,10375,41469240,51227500,29871990,65874550,F,50세~54세,100
10375,10376,6642483,20495878,19284580,16771030,F,35세~39세,027
10376,10377,2829317,5126218,4862735,2803167,M,35세~39세,540
10377,10378,6058830,3859257,3032439,3436083,F,45세~49세,500
10378,10379,5761991,3793227,6571182,3715911,M,60세이상,100
10379,10380,10660633,5020048,13310065,13733942,F,30세~34세,100
10380,10381,2494605,3463214,3525670,3431151,F,45세~49세,100
10381,10382,2758688,3383967,3678733,3733248,F,45세~49세,100
10382,10383,2129803,4291143,3527245,3413396,F,50세~54세,210
10383,10384,10421320,13984650,7701630,7436890,F,35세~39세,100
10384,10385,4294201,4320226,4067333,8054054,F,50세~54세,310
10385,10386,1312388,4130820,7731780,4835740,F,50세~54세,610
10386,10387,1610051,1683522,2926289,2614101,F,50세~54세,100
10387,10388,1868463,2404718,2270175,2118618,F,45세~49세,210
10388,10389,21820057,19560440,24048840,29492822,F,25세~29세,072
10389,10390,1940880,3630022,4372403,3976288,F,50세~54세,100
10390,10391,2198553,1670616,3444994,4723848,F,55세~59세,100
10391,10392,2684993,3521293,4123178,4436799,F,40세~44세,049
10392,10393,2021694,2801765,3347724,3258359,F,50세~54세,100
10393,10394,52010550,44497860,45613324,50649218,F,45세~49세,024
10394,10395,4150743,4627219,3683710,4297049,F,40세~44세,310
10395,10396,1428394,1922411,2697174,3679322,F,50세~54세,270
10396,10397,221710,549720,174702,2162275,F,60세이상,049
10397,10398,2086267,3194562,1728871,4362543,M,60세이상,610
10398,10399,7836131,6160743,6240819,6660688,F,45세~49세,210
10399,10400,8506100,9535540,5363770,5940,F,50세~54세,360
10400,10401,1522680,1582786,2399099,1750031,F,30세~34세,075
10401,10402,4056140,3314836,3256551,5395241,F,40세~44세,340
10402,10403,4556501,4916048,4035848,3543444,F,55세~59세,410
10403,10404,14996154,8781142,8577557,12630022,F,50세~54세,055
10404,10405,13732528,15289609,12894835,39008787,F,45세~49세,460
10405,10406,3427506,6877020,6410703,5474901,F,45세~49세,100
10406,10407,4931413,3120636,3802160,3615834,F,40세~44세,270
10407,10408,3124270,3512423,3267087,6325751,F,40세~44세,500
10408,10409,2993284,2231966,2080193,1170336,M,40세~44세,210
10409,10410,3356590,2852034,3214570,3444370,F,50세~54세,100
10410,10411,4526137,4086297,4937470,4016418,F,30세~34세,360
10411,10412,1783105,1723003,1916431,2585009,F,60세이상,024
10412,10413,2862730,2561539,3579303,2488633,F,55세~59세,270
10413,10414,4719136,6878962,5553147,3457853,F,40세~44세,610
10414,10415,20108287,15042112,18273008,11229776,F,50세~54세,100
10415,10416,5431263,4071997,2033685,2396904,F,40세~44세,210
10416,10417,2260293,3287679,2876591,4269120,F,40세~44세,016
10417,10418,1771170,2136240,2765017,3773629,F,35세~39세,270
10418,10419,2040049,949441,2596009,3698106,F,35세~39세,210
10419,10420,5706510,8096770,4202380,2546470,F,50세~54세,020
10420,10421,2923512,2672489,2744839,2973574,F,40세~44세,570
10421,10422,3386490,9172320,10298080,3550030,F,50세~54세,024
10422,10423,2700728,2903917,2977534,3231018,F,45세~49세,100
10423,10424,6062933,7285075,5296996,12087519,F,50세~54세,610
10424,10425,3240600,3268371,1373609,2447282,F,30세~34세,100
10425,10426,3185788,3551302,2527215,1199856,F,45세~49세,540
10426,10427,28400,0,231911,2121377,F,25세~29세,033
10427,10428,4922771,7255865,4412918,7072902,F,55세~59세,100
10428,10429,8708212,18463918,41445699,33469639,M,40세~44세,100
10429,10430,1584966,2069842,2045663,800656,F,40세~44세,100
10430,10431,3663812,5499670,6492603,6278292,F,35세~39세,210
10431,10432,6023234,5487274,6790052,3638643,F,35세~39세,100
10432,10433,2468954,3247850,2447347,4263497,F,50세~54세,270
10433,10434,5321483,6783563,4892449,8017322,M,35세~39세,100
10434,10435,2129634,2740083,3571228,2407611,F,50세~54세,270
10435,10436,2598738,2211367,2441308,2548844,F,40세~44세,310
10436,10437,1025895,2825061,2240035,2375587,F,40세~44세,075
10437,10438,7784900,7244140,8168127,7802860,F,40세~44세,100
10438,10439,939870,1064298,1016160,1146153,M,60세이상,045
10439,10440,2383070,3035501,2845811,3113829,F,45세~49세,240
10440,10441,1738075,1450184,2434162,1652812,F,45세~49세,460
10441,10442,3736305,3549510,4870160,4271760,F,50세~54세,100
10442,10443,1866968,2142712,1524087,1617714,F,45세~49세,055
10443,10444,18304185,25970295,27702485,22386672,F,45세~49세,055
10444,10445,7470956,8470770,7027026,5616250,F,50세~54세,100
10445,10446,1588102,1774759,1212033,2402383,F,40세~44세,270
10446,10447,3738938,4579331,3268201,3968661,F,35세~39세,570
10447,10448,2320703,1732782,1376585,1305281,F,40세~44세,100
